date,code,open,high,low,close,preclose,volume,amount,pctChg
2020-02-13,sh.000037,7108.5130,7108.5130,6980.5470,7025.0850,7094.7230,1051647200,19386791424.0000,-0.981546
2020-02-14,sh.000037,7068.0680,7116.8900,7008.8740,7050.7690,7025.0850,849357504,17019326208.0000,0.365604
2020-02-17,sh.000037,7065.5920,7183.2370,7065.5920,7174.4020,7050.7690,795846608,16676957184.0000,1.753468
2020-02-18,sh.000037,7242.9590,7242.9590,7104.3740,7149.8580,7174.4020,1277430800,24580024576.0000,-0.342105
2020-02-19,sh.000037,7148.7970,7148.7970,6996.4040,7000.4470,7149.8580,967272208,18737438464.0000,-2.089706
2020-02-20,sh.000037,7002.2900,7049.9830,6975.1530,7040.6150,7000.4470,741383504,14863814400.0000,0.573792
2020-02-21,sh.000037,7026.5910,7099.1000,6982.7490,7085.6410,7040.6150,824808496,16321463040.0000,0.639518
2020-02-24,sh.000037,7102.1810,7128.0800,7037.4610,7089.6660,7085.6410,888316496,18643113728.0000,0.056805
2020-02-25,sh.000037,6989.6820,7220.8110,6982.1690,7196.5180,7089.6660,1326003200,24744871424.0000,1.507151
2020-02-26,sh.000037,7138.5810,7138.5810,6955.3580,6963.3850,7196.5180,1055840800,20554024704.0000,-3.239525
2020-02-27,sh.000037,6981.3950,7054.5000,6959.0750,6999.5930,6963.3850,692513408,14086025984.0000,0.519977
2020-02-28,sh.000037,6852.0320,6945.7670,6752.0440,6774.2170,6999.5930,823904000,16738339328.0000,-3.219844
2020-03-02,sh.000037,6833.3450,6942.0930,6809.6420,6914.5180,6774.2170,672410208,14410172672.0000,2.071103
2020-03-03,sh.000037,6993.1050,7149.8390,6993.0070,7090.2950,6914.5180,862985008,18608683008.0000,2.542144
2020-03-04,sh.000037,7064.6080,7108.8570,7004.3620,7107.9030,7090.2950,712270304,14347140352.0000,0.248339
2020-03-05,sh.000037,7163.6360,7245.7910,7131.5350,7228.3800,7107.9030,784041200,18906857728.0000,1.694972
2020-03-06,sh.000037,7213.6830,7344.3490,7199.2620,7233.9210,7228.3800,668555200,14979274496.0000,0.076656
2020-03-09,sh.000037,7164.2580,7175.5283,7057.4229,7059.7434,7233.9216,1039635900,19349646855.0000,-2.407798
2020-03-10,sh.000037,7007.5221,7120.0220,6890.0301,7081.1163,7059.7434,1025274400,17979275812.0000,0.302743
2020-03-11,sh.000037,7103.2672,7117.9658,6972.5463,6972.5463,7081.1163,704443700,13028671225.0000,-1.533233
2020-03-12,sh.000037,6894.8021,6924.7363,6728.5785,6764.7206,6972.5463,682811400,13734642317.0000,-2.980628
2020-03-13,sh.000037,6444.0795,6705.7965,6419.1440,6634.5605,6764.7206,749236000,16135701814.0000,-1.924102
2020-03-16,sh.000037,6706.3417,6719.4628,6424.3743,6445.3881,6634.5605,814631200,17991135422.0000,-2.851318
2020-03-17,sh.000037,6473.2109,6548.9131,6227.9788,6454.0944,6445.3881,788989400,17072186990.0000,0.135078
2020-03-18,sh.000037,6519.5441,6630.8924,6384.7229,6386.3592,6454.0944,695674100,16547763379.0000,-1.049492
